"","Dataset","DefectNum","ModuleNum","ImbLevel","ImbGroup","Metrics","Classifier","ImbLearner","ImbLearnerType","MCC","dset","bMCC","dMCC"
"19322","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET+PROC","C4.5","Y","Bag",0.1266,"synapse-1.0",0.1426,-0.016
"19323","synapse-1.1",60,222,2.7,"Low IR","CK+NET+PROC","C4.5","Y","Bag",0.4355,"synapse-1.1",0.3709,0.0646
"19324","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET+PROC","C4.5","Y","Bag",0.4694,"synapse-1.2",0.4585,0.0109
"19325","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET+PROC","C4.5","Y","Bag",0.4509,"velocity-1.6",0.3823,0.0686
"19326","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET+PROC","C4.5","Y","Bag",0.628,"xerces-1.2",0.6234,0.00460000000000005
"19327","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET+PROC","C4.5","Y","Bag",0.4439,"xerces-1.3",0.4165,0.0274
"19328","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET+PROC","C4.5","Y","Bag",0.4921,"Eclipse_JDT_Core",0.4124,0.0797
"19329","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET+PROC","C4.5","Y","Bag",0.2314,"Eclipse_PDE_UI",0.1983,0.0331
"19330","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET+PROC","C4.5","Y","Bag",0.4711,"Equinox_Framework",0.4183,0.0528
"19331","Lucene",64,691,9.796875,"M&H IR","CK+NET+PROC","C4.5","Y","Bag",0.3064,"Lucene",0.2744,0.032
"19332","Mylyn",245,1862,6.6,"M&H IR","CK+NET+PROC","C4.5","Y","Bag",0.2961,"Mylyn",0.2021,0.094
"19333","ant-1.3",20,125,5.25,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.2141,"ant-1.3",0.1396,0.0745
"19334","ant-1.4",40,178,3.45,"Low IR","CK+NET+PROC","C4.5","Y","Bst",0.4178,"ant-1.4",0.3572,0.0606
"19335","ant-1.5",32,293,8.15625,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.3789,"ant-1.5",0.315,0.0639
"19336","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET+PROC","C4.5","Y","Bst",0.3954,"ant-1.6",0.417,-0.0216
"19337","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.0579,"camel-1.0",-0.0074,0.0653
"19338","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET+PROC","C4.5","Y","Bst",0.4208,"camel-1.2",0.3928,0.028
"19339","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.3559,"camel-1.4",0.3892,-0.0333
"19340","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.3982,"camel-1.6",0.4161,-0.0179
"19341","ivy-2.0",40,352,7.8,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.2312,"ivy-2.0",0.2075,0.0237
"19342","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET+PROC","C4.5","Y","Bst",0.6034,"jedit-3.2",0.6197,-0.0163
"19343","jedit-4.0",75,306,3.08,"Low IR","CK+NET+PROC","C4.5","Y","Bst",0.4095,"jedit-4.0",0.3872,0.0223
"19344","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET+PROC","C4.5","Y","Bst",0.4585,"jedit-4.1",0.3794,0.0791
"19345","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.4047,"jedit-4.2",0.4579,-0.0532
"19346","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.2043,"jedit-4.3",-0.0013,0.2056
"19347","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET+PROC","C4.5","Y","Bst",0.4697,"log4j-1.0",0.412,0.0577
"19348","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.2317,"poi-2.0",0.2608,-0.0291
"19349","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.2694,"synapse-1.0",0.1426,0.1268
"19350","synapse-1.1",60,222,2.7,"Low IR","CK+NET+PROC","C4.5","Y","Bst",0.4151,"synapse-1.1",0.3709,0.0442
"19351","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET+PROC","C4.5","Y","Bst",0.4558,"synapse-1.2",0.4585,-0.00270000000000004
"19352","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET+PROC","C4.5","Y","Bst",0.4372,"velocity-1.6",0.3823,0.0549
"19353","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.586,"xerces-1.2",0.6234,-0.0374
"19354","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.4814,"xerces-1.3",0.4165,0.0649
"19355","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET+PROC","C4.5","Y","Bst",0.4543,"Eclipse_JDT_Core",0.4124,0.0419
"19356","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.2104,"Eclipse_PDE_UI",0.1983,0.0121
"19357","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET+PROC","C4.5","Y","Bst",0.4374,"Equinox_Framework",0.4183,0.0191
"19358","Lucene",64,691,9.796875,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.3141,"Lucene",0.2744,0.0397
"19359","Mylyn",245,1862,6.6,"M&H IR","CK+NET+PROC","C4.5","Y","Bst",0.2755,"Mylyn",0.2021,0.0734
"19360","ant-1.3",20,125,5.25,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.2487,"ant-1.3",0.1396,0.1091
"19361","ant-1.4",40,178,3.45,"Low IR","CK+NET+PROC","C4.5","Y","US",0.3486,"ant-1.4",0.3572,-0.0086
"19362","ant-1.5",32,293,8.15625,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.2793,"ant-1.5",0.315,-0.0357
"19363","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET+PROC","C4.5","Y","US",0.3878,"ant-1.6",0.417,-0.0292
"19364","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.1064,"camel-1.0",-0.0074,0.1138
"19365","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET+PROC","C4.5","Y","US",0.3432,"camel-1.2",0.3928,-0.0496
"19366","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.3482,"camel-1.4",0.3892,-0.041
"19367","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.4225,"camel-1.6",0.4161,0.00639999999999996
"19368","ivy-2.0",40,352,7.8,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.2483,"ivy-2.0",0.2075,0.0408
"19369","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET+PROC","C4.5","Y","US",0.6015,"jedit-3.2",0.6197,-0.0182
"19370","jedit-4.0",75,306,3.08,"Low IR","CK+NET+PROC","C4.5","Y","US",0.418,"jedit-4.0",0.3872,0.0308
"19371","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET+PROC","C4.5","Y","US",0.4074,"jedit-4.1",0.3794,0.028
"19372","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.3562,"jedit-4.2",0.4579,-0.1017
"19373","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.1528,"jedit-4.3",-0.0013,0.1541
"19374","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET+PROC","C4.5","Y","US",0.4422,"log4j-1.0",0.412,0.0302
"19375","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.174,"poi-2.0",0.2608,-0.0868
"19376","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.203,"synapse-1.0",0.1426,0.0604
"19377","synapse-1.1",60,222,2.7,"Low IR","CK+NET+PROC","C4.5","Y","US",0.3354,"synapse-1.1",0.3709,-0.0355
"19378","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET+PROC","C4.5","Y","US",0.3491,"synapse-1.2",0.4585,-0.1094
"19379","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET+PROC","C4.5","Y","US",0.3526,"velocity-1.6",0.3823,-0.0296999999999999
"19380","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.54,"xerces-1.2",0.6234,-0.0833999999999999
"19381","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.3534,"xerces-1.3",0.4165,-0.0631
"19382","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET+PROC","C4.5","Y","US",0.376,"Eclipse_JDT_Core",0.4124,-0.0364
"19383","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.2157,"Eclipse_PDE_UI",0.1983,0.0174
"19384","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET+PROC","C4.5","Y","US",0.4296,"Equinox_Framework",0.4183,0.0113
"19385","Lucene",64,691,9.796875,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.2392,"Lucene",0.2744,-0.0352
"19386","Mylyn",245,1862,6.6,"M&H IR","CK+NET+PROC","C4.5","Y","US",0.2195,"Mylyn",0.2021,0.0174
"19387","ant-1.3",20,125,5.25,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.223,"ant-1.3",0.1396,0.0834
"19388","ant-1.4",40,178,3.45,"Low IR","CK+NET+PROC","C4.5","Y","OS",0.4362,"ant-1.4",0.3572,0.079
"19389","ant-1.5",32,293,8.15625,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.3253,"ant-1.5",0.315,0.0103
"19390","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET+PROC","C4.5","Y","OS",0.3733,"ant-1.6",0.417,-0.0437
"19391","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.0601,"camel-1.0",-0.0074,0.0675
"19392","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET+PROC","C4.5","Y","OS",0.4061,"camel-1.2",0.3928,0.0133
"19393","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.3654,"camel-1.4",0.3892,-0.0238
"19394","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.3831,"camel-1.6",0.4161,-0.033
"19395","ivy-2.0",40,352,7.8,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.2003,"ivy-2.0",0.2075,-0.00719999999999998
"19396","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET+PROC","C4.5","Y","OS",0.5799,"jedit-3.2",0.6197,-0.0398000000000001
"19397","jedit-4.0",75,306,3.08,"Low IR","CK+NET+PROC","C4.5","Y","OS",0.4336,"jedit-4.0",0.3872,0.0464
"19398","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET+PROC","C4.5","Y","OS",0.4103,"jedit-4.1",0.3794,0.0309
"19399","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.4035,"jedit-4.2",0.4579,-0.0543999999999999
"19400","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.223,"jedit-4.3",-0.0013,0.2243
"19401","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET+PROC","C4.5","Y","OS",0.49,"log4j-1.0",0.412,0.078
"19402","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.1786,"poi-2.0",0.2608,-0.0822
"19403","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.2142,"synapse-1.0",0.1426,0.0716
"19404","synapse-1.1",60,222,2.7,"Low IR","CK+NET+PROC","C4.5","Y","OS",0.3626,"synapse-1.1",0.3709,-0.00830000000000003
"19405","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET+PROC","C4.5","Y","OS",0.4083,"synapse-1.2",0.4585,-0.0502
"19406","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET+PROC","C4.5","Y","OS",0.4035,"velocity-1.6",0.3823,0.0212000000000001
"19407","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.5616,"xerces-1.2",0.6234,-0.0618
"19408","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.4158,"xerces-1.3",0.4165,-0.000699999999999978
"19409","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET+PROC","C4.5","Y","OS",0.3695,"Eclipse_JDT_Core",0.4124,-0.0429
"19410","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.1931,"Eclipse_PDE_UI",0.1983,-0.00520000000000001
"19411","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET+PROC","C4.5","Y","OS",0.398,"Equinox_Framework",0.4183,-0.0203
"19412","Lucene",64,691,9.796875,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.2131,"Lucene",0.2744,-0.0613
"19413","Mylyn",245,1862,6.6,"M&H IR","CK+NET+PROC","C4.5","Y","OS",0.2158,"Mylyn",0.2021,0.0137
"19414","ant-1.3",20,125,5.25,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.2529,"ant-1.3",0.1396,0.1133
"19415","ant-1.4",40,178,3.45,"Low IR","CK+NET+PROC","C4.5","Y","UOS",0.3512,"ant-1.4",0.3572,-0.00600000000000001
"19416","ant-1.5",32,293,8.15625,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.2722,"ant-1.5",0.315,-0.0428
"19417","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET+PROC","C4.5","Y","UOS",0.3576,"ant-1.6",0.417,-0.0594
"19418","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.1063,"camel-1.0",-0.0074,0.1137
"19419","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET+PROC","C4.5","Y","UOS",0.3375,"camel-1.2",0.3928,-0.0553
"19420","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.3444,"camel-1.4",0.3892,-0.0448
"19421","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.3766,"camel-1.6",0.4161,-0.0395
"19422","ivy-2.0",40,352,7.8,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.2259,"ivy-2.0",0.2075,0.0184
"19423","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET+PROC","C4.5","Y","UOS",0.591,"jedit-3.2",0.6197,-0.0287000000000001
"19424","jedit-4.0",75,306,3.08,"Low IR","CK+NET+PROC","C4.5","Y","UOS",0.3723,"jedit-4.0",0.3872,-0.0149
"19425","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET+PROC","C4.5","Y","UOS",0.4016,"jedit-4.1",0.3794,0.0222
"19426","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.3827,"jedit-4.2",0.4579,-0.0752
"19427","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.2357,"jedit-4.3",-0.0013,0.237
"19428","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET+PROC","C4.5","Y","UOS",0.4547,"log4j-1.0",0.412,0.0427
"19429","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.2109,"poi-2.0",0.2608,-0.0499
"19430","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.2723,"synapse-1.0",0.1426,0.1297
"19431","synapse-1.1",60,222,2.7,"Low IR","CK+NET+PROC","C4.5","Y","UOS",0.3199,"synapse-1.1",0.3709,-0.051
"19432","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET+PROC","C4.5","Y","UOS",0.3143,"synapse-1.2",0.4585,-0.1442
"19433","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET+PROC","C4.5","Y","UOS",0.2924,"velocity-1.6",0.3823,-0.0899
"19434","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.5639,"xerces-1.2",0.6234,-0.0595
"19435","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.3821,"xerces-1.3",0.4165,-0.0344
"19436","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET+PROC","C4.5","Y","UOS",0.3463,"Eclipse_JDT_Core",0.4124,-0.0661
"19437","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.2042,"Eclipse_PDE_UI",0.1983,0.00589999999999999
"19438","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET+PROC","C4.5","Y","UOS",0.3867,"Equinox_Framework",0.4183,-0.0316
"19439","Lucene",64,691,9.796875,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.2231,"Lucene",0.2744,-0.0513
"19440","Mylyn",245,1862,6.6,"M&H IR","CK+NET+PROC","C4.5","Y","UOS",0.2129,"Mylyn",0.2021,0.0108
"19441","ant-1.3",20,125,5.25,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.2698,"ant-1.3",0.1396,0.1302
"19442","ant-1.4",40,178,3.45,"Low IR","CK+NET+PROC","C4.5","Y","SMOTE",0.4514,"ant-1.4",0.3572,0.0942
"19443","ant-1.5",32,293,8.15625,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.2712,"ant-1.5",0.315,-0.0438
"19444","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET+PROC","C4.5","Y","SMOTE",0.4074,"ant-1.6",0.417,-0.0096
"19445","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.0923,"camel-1.0",-0.0074,0.0997
"19446","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET+PROC","C4.5","Y","SMOTE",0.3922,"camel-1.2",0.3928,-0.000599999999999989
"19447","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.3913,"camel-1.4",0.3892,0.00209999999999999
"19448","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.455,"camel-1.6",0.4161,0.0389
"19449","ivy-2.0",40,352,7.8,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.2326,"ivy-2.0",0.2075,0.0251
"19450","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET+PROC","C4.5","Y","SMOTE",0.6129,"jedit-3.2",0.6197,-0.00680000000000003
"19451","jedit-4.0",75,306,3.08,"Low IR","CK+NET+PROC","C4.5","Y","SMOTE",0.4395,"jedit-4.0",0.3872,0.0523
"19452","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET+PROC","C4.5","Y","SMOTE",0.429,"jedit-4.1",0.3794,0.0496
"19453","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.3883,"jedit-4.2",0.4579,-0.0696
"19454","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.2616,"jedit-4.3",-0.0013,0.2629
"19455","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET+PROC","C4.5","Y","SMOTE",0.4421,"log4j-1.0",0.412,0.0301
"19456","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.244,"poi-2.0",0.2608,-0.0168
"19457","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.219,"synapse-1.0",0.1426,0.0764
"19458","synapse-1.1",60,222,2.7,"Low IR","CK+NET+PROC","C4.5","Y","SMOTE",0.3854,"synapse-1.1",0.3709,0.0145
"19459","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET+PROC","C4.5","Y","SMOTE",0.4049,"synapse-1.2",0.4585,-0.0536
"19460","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET+PROC","C4.5","Y","SMOTE",0.3745,"velocity-1.6",0.3823,-0.00779999999999997
"19461","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.5945,"xerces-1.2",0.6234,-0.0288999999999999
"19462","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.4022,"xerces-1.3",0.4165,-0.0143
"19463","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET+PROC","C4.5","Y","SMOTE",0.3789,"Eclipse_JDT_Core",0.4124,-0.0335
"19464","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.2012,"Eclipse_PDE_UI",0.1983,0.00289999999999999
"19465","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET+PROC","C4.5","Y","SMOTE",0.4148,"Equinox_Framework",0.4183,-0.0035
"19466","Lucene",64,691,9.796875,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.2525,"Lucene",0.2744,-0.0219
"19467","Mylyn",245,1862,6.6,"M&H IR","CK+NET+PROC","C4.5","Y","SMOTE",0.238,"Mylyn",0.2021,0.0359
"19468","ant-1.3",20,125,5.25,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.348,"ant-1.3",0.1396,0.2084
"19469","ant-1.4",40,178,3.45,"Low IR","CK+NET+PROC","C4.5","Y","COS",0.4041,"ant-1.4",0.3572,0.0469
"19470","ant-1.5",32,293,8.15625,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.3735,"ant-1.5",0.315,0.0585
"19471","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET+PROC","C4.5","Y","COS",0.449,"ant-1.6",0.417,0.032
"19472","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.1732,"camel-1.0",-0.0074,0.1806
"19473","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET+PROC","C4.5","Y","COS",0.4176,"camel-1.2",0.3928,0.0248
"19474","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.4455,"camel-1.4",0.3892,0.0563
"19475","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.462,"camel-1.6",0.4161,0.0459
"19476","ivy-2.0",40,352,7.8,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.3282,"ivy-2.0",0.2075,0.1207
"19477","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET+PROC","C4.5","Y","COS",0.6386,"jedit-3.2",0.6197,0.0188999999999999
"19478","jedit-4.0",75,306,3.08,"Low IR","CK+NET+PROC","C4.5","Y","COS",0.4428,"jedit-4.0",0.3872,0.0556
"19479","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET+PROC","C4.5","Y","COS",0.4199,"jedit-4.1",0.3794,0.0405
"19480","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.451,"jedit-4.2",0.4579,-0.00689999999999996
"19481","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.1824,"jedit-4.3",-0.0013,0.1837
"19482","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET+PROC","C4.5","Y","COS",0.4481,"log4j-1.0",0.412,0.0361
"19483","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.2834,"poi-2.0",0.2608,0.0226
"19484","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.2611,"synapse-1.0",0.1426,0.1185
"19485","synapse-1.1",60,222,2.7,"Low IR","CK+NET+PROC","C4.5","Y","COS",0.4294,"synapse-1.1",0.3709,0.0585
"19486","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET+PROC","C4.5","Y","COS",0.4786,"synapse-1.2",0.4585,0.0201
"19487","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET+PROC","C4.5","Y","COS",0.3907,"velocity-1.6",0.3823,0.00840000000000002
"19488","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.6284,"xerces-1.2",0.6234,0.005
"19489","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.4077,"xerces-1.3",0.4165,-0.00879999999999997
"19490","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET+PROC","C4.5","Y","COS",0.448,"Eclipse_JDT_Core",0.4124,0.0356
"19491","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.2556,"Eclipse_PDE_UI",0.1983,0.0573
"19492","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET+PROC","C4.5","Y","COS",0.4399,"Equinox_Framework",0.4183,0.0216
"19493","Lucene",64,691,9.796875,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.3369,"Lucene",0.2744,0.0625
"19494","Mylyn",245,1862,6.6,"M&H IR","CK+NET+PROC","C4.5","Y","COS",0.2695,"Mylyn",0.2021,0.0674
"19495","ant-1.3",20,125,5.25,"M&H IR","CK+NET+PROC","C4.5","Y","EM1v1",0.3637,"ant-1.3",0.1396,0.2241
"19496","ant-1.4",40,178,3.45,"Low IR","CK+NET+PROC","C4.5","Y","EM1v1",0.4581,"ant-1.4",0.3572,0.1009
"19497","ant-1.5",32,293,8.15625,"M&H IR","CK+NET+PROC","C4.5","Y","EM1v1",0.3462,"ant-1.5",0.315,0.0312
"19498","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET+PROC","C4.5","Y","EM1v1",0.4243,"ant-1.6",0.417,0.00730000000000003
"19499","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET+PROC","C4.5","Y","EM1v1",0.1717,"camel-1.0",-0.0074,0.1791
"19500","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET+PROC","C4.5","Y","EM1v1",0.3932,"camel-1.2",0.3928,0.000400000000000011
"19501","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET+PROC","C4.5","Y","EM1v1",0.4224,"camel-1.4",0.3892,0.0332
"19502","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET+PROC","C4.5","Y","EM1v1",0.4678,"camel-1.6",0.4161,0.0517
"19503","ivy-2.0",40,352,7.8,"M&H IR","CK+NET+PROC","C4.5","Y","EM1v1",0.3368,"ivy-2.0",0.2075,0.1293
"19504","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET+PROC","C4.5","Y","EM1v1",0.6128,"jedit-3.2",0.6197,-0.00690000000000002
