"","Dataset","DefectNum","ModuleNum","ImbLevel","ImbGroup","Metrics","Classifier","ImbLearner","ImbLearnerType","MCC","dset","bMCC","dMCC"
"12000","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET","LR","Y","Bst",0.4175,"jedit-4.1",0.451,-0.0335
"12001","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET","LR","Y","Bst",0.3309,"jedit-4.2",0.3275,0.00340000000000001
"12002","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET","LR","Y","Bst",-0.0139,"jedit-4.3",-0.0042,-0.0097
"12003","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET","LR","Y","Bst",0.4159,"log4j-1.0",0.4017,0.0142
"12004","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET","LR","Y","Bst",0.1815,"poi-2.0",0.151,0.0305
"12005","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET","LR","Y","Bst",0.1782,"synapse-1.0",0.0884,0.0898
"12006","synapse-1.1",60,222,2.7,"Low IR","CK+NET","LR","Y","Bst",0.3759,"synapse-1.1",0.293,0.0829
"12007","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET","LR","Y","Bst",0.3922,"synapse-1.2",0.3774,0.0148
"12008","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET","LR","Y","Bst",0.3085,"velocity-1.6",0.3445,-0.036
"12009","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET","LR","Y","Bst",0.498,"xerces-1.2",0.5045,-0.00649999999999995
"12010","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET","LR","Y","Bst",0.2817,"xerces-1.3",0.2619,0.0198
"12011","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET","LR","Y","Bst",0.4246,"Eclipse_JDT_Core",0.429,-0.00440000000000002
"12012","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET","LR","Y","Bst",0.1803,"Eclipse_PDE_UI",0.1946,-0.0143
"12013","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET","LR","Y","Bst",0.3716,"Equinox_Framework",0.3823,-0.0107
"12014","Lucene",64,691,9.796875,"M&H IR","CK+NET","LR","Y","Bst",0.2347,"Lucene",0.228,0.00669999999999998
"12015","Mylyn",245,1862,6.6,"M&H IR","CK+NET","LR","Y","Bst",0.1896,"Mylyn",0.188,0.00159999999999999
"12016","ant-1.3",20,125,5.25,"M&H IR","CK+NET","LR","Y","US",0.2811,"ant-1.3",0.2507,0.0304
"12017","ant-1.4",40,178,3.45,"Low IR","CK+NET","LR","Y","US",0.3489,"ant-1.4",0.3577,-0.00880000000000003
"12018","ant-1.5",32,293,8.15625,"M&H IR","CK+NET","LR","Y","US",0.3046,"ant-1.5",0.3432,-0.0386
"12019","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET","LR","Y","US",0.4773,"ant-1.6",0.4603,0.017
"12020","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET","LR","Y","US",0.068,"camel-1.0",0.0513,0.0167
"12021","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET","LR","Y","US",0.382,"camel-1.2",0.408,-0.026
"12022","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET","LR","Y","US",0.3572,"camel-1.4",0.3278,0.0294
"12023","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET","LR","Y","US",0.4533,"camel-1.6",0.3866,0.0667
"12024","ivy-2.0",40,352,7.8,"M&H IR","CK+NET","LR","Y","US",0.2891,"ivy-2.0",0.2852,0.00390000000000001
"12025","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET","LR","Y","US",0.5799,"jedit-3.2",0.5922,-0.0123
"12026","jedit-4.0",75,306,3.08,"Low IR","CK+NET","LR","Y","US",0.3909,"jedit-4.0",0.3503,0.0406
"12027","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET","LR","Y","US",0.4511,"jedit-4.1",0.451,9.9999999999989e-05
"12028","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET","LR","Y","US",0.3635,"jedit-4.2",0.3275,0.036
"12029","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET","LR","Y","US",0.1248,"jedit-4.3",-0.0042,0.129
"12030","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET","LR","Y","US",0.3466,"log4j-1.0",0.4017,-0.0551
"12031","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET","LR","Y","US",0.1857,"poi-2.0",0.151,0.0347
"12032","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET","LR","Y","US",0.2788,"synapse-1.0",0.0884,0.1904
"12033","synapse-1.1",60,222,2.7,"Low IR","CK+NET","LR","Y","US",0.3253,"synapse-1.1",0.293,0.0323
"12034","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET","LR","Y","US",0.3861,"synapse-1.2",0.3774,0.00869999999999999
"12035","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET","LR","Y","US",0.3181,"velocity-1.6",0.3445,-0.0264
"12036","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET","LR","Y","US",0.4548,"xerces-1.2",0.5045,-0.0497
"12037","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET","LR","Y","US",0.2946,"xerces-1.3",0.2619,0.0327
"12038","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET","LR","Y","US",0.4104,"Eclipse_JDT_Core",0.429,-0.0186
"12039","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET","LR","Y","US",0.2351,"Eclipse_PDE_UI",0.1946,0.0405
"12040","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET","LR","Y","US",0.3736,"Equinox_Framework",0.3823,-0.00869999999999999
"12041","Lucene",64,691,9.796875,"M&H IR","CK+NET","LR","Y","US",0.1997,"Lucene",0.228,-0.0283
"12042","Mylyn",245,1862,6.6,"M&H IR","CK+NET","LR","Y","US",0.2346,"Mylyn",0.188,0.0466
"12043","ant-1.3",20,125,5.25,"M&H IR","CK+NET","LR","Y","OS",0.3595,"ant-1.3",0.2507,0.1088
"12044","ant-1.4",40,178,3.45,"Low IR","CK+NET","LR","Y","OS",0.4289,"ant-1.4",0.3577,0.0712
"12045","ant-1.5",32,293,8.15625,"M&H IR","CK+NET","LR","Y","OS",0.3492,"ant-1.5",0.3432,0.00600000000000001
"12046","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET","LR","Y","OS",0.4786,"ant-1.6",0.4603,0.0183
"12047","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET","LR","Y","OS",0.0853,"camel-1.0",0.0513,0.034
"12048","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET","LR","Y","OS",0.4088,"camel-1.2",0.408,0.000800000000000023
"12049","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET","LR","Y","OS",0.3692,"camel-1.4",0.3278,0.0414
"12050","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET","LR","Y","OS",0.4696,"camel-1.6",0.3866,0.083
"12051","ivy-2.0",40,352,7.8,"M&H IR","CK+NET","LR","Y","OS",0.2804,"ivy-2.0",0.2852,-0.00480000000000003
"12052","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET","LR","Y","OS",0.6167,"jedit-3.2",0.5922,0.0245000000000001
"12053","jedit-4.0",75,306,3.08,"Low IR","CK+NET","LR","Y","OS",0.3551,"jedit-4.0",0.3503,0.00480000000000003
"12054","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET","LR","Y","OS",0.4757,"jedit-4.1",0.451,0.0247
"12055","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET","LR","Y","OS",0.4373,"jedit-4.2",0.3275,0.1098
"12056","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET","LR","Y","OS",0.1327,"jedit-4.3",-0.0042,0.1369
"12057","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET","LR","Y","OS",0.4478,"log4j-1.0",0.4017,0.0461
"12058","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET","LR","Y","OS",0.2045,"poi-2.0",0.151,0.0535
"12059","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET","LR","Y","OS",0.2233,"synapse-1.0",0.0884,0.1349
"12060","synapse-1.1",60,222,2.7,"Low IR","CK+NET","LR","Y","OS",0.3547,"synapse-1.1",0.293,0.0617
"12061","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET","LR","Y","OS",0.3821,"synapse-1.2",0.3774,0.00469999999999998
"12062","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET","LR","Y","OS",0.389,"velocity-1.6",0.3445,0.0445
"12063","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET","LR","Y","OS",0.507,"xerces-1.2",0.5045,0.00250000000000006
"12064","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET","LR","Y","OS",0.3019,"xerces-1.3",0.2619,0.04
"12065","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET","LR","Y","OS",0.4215,"Eclipse_JDT_Core",0.429,-0.00750000000000001
"12066","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET","LR","Y","OS",0.2341,"Eclipse_PDE_UI",0.1946,0.0395
"12067","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET","LR","Y","OS",0.4005,"Equinox_Framework",0.3823,0.0182
"12068","Lucene",64,691,9.796875,"M&H IR","CK+NET","LR","Y","OS",0.2251,"Lucene",0.228,-0.00290000000000001
"12069","Mylyn",245,1862,6.6,"M&H IR","CK+NET","LR","Y","OS",0.2369,"Mylyn",0.188,0.0489
"12070","ant-1.3",20,125,5.25,"M&H IR","CK+NET","LR","Y","UOS",0.3319,"ant-1.3",0.2507,0.0812
"12071","ant-1.4",40,178,3.45,"Low IR","CK+NET","LR","Y","UOS",0.4137,"ant-1.4",0.3577,0.056
"12072","ant-1.5",32,293,8.15625,"M&H IR","CK+NET","LR","Y","UOS",0.356,"ant-1.5",0.3432,0.0128
"12073","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET","LR","Y","UOS",0.4665,"ant-1.6",0.4603,0.00620000000000004
"12074","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET","LR","Y","UOS",0.0836,"camel-1.0",0.0513,0.0323
"12075","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET","LR","Y","UOS",0.3872,"camel-1.2",0.408,-0.0208
"12076","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET","LR","Y","UOS",0.3546,"camel-1.4",0.3278,0.0268
"12077","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET","LR","Y","UOS",0.4585,"camel-1.6",0.3866,0.0719
"12078","ivy-2.0",40,352,7.8,"M&H IR","CK+NET","LR","Y","UOS",0.269,"ivy-2.0",0.2852,-0.0162
"12079","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET","LR","Y","UOS",0.576,"jedit-3.2",0.5922,-0.0162
"12080","jedit-4.0",75,306,3.08,"Low IR","CK+NET","LR","Y","UOS",0.3867,"jedit-4.0",0.3503,0.0364
"12081","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET","LR","Y","UOS",0.4474,"jedit-4.1",0.451,-0.00359999999999999
"12082","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET","LR","Y","UOS",0.3848,"jedit-4.2",0.3275,0.0573
"12083","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET","LR","Y","UOS",0.1424,"jedit-4.3",-0.0042,0.1466
"12084","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET","LR","Y","UOS",0.3771,"log4j-1.0",0.4017,-0.0246
"12085","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET","LR","Y","UOS",0.219,"poi-2.0",0.151,0.068
"12086","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET","LR","Y","UOS",0.1994,"synapse-1.0",0.0884,0.111
"12087","synapse-1.1",60,222,2.7,"Low IR","CK+NET","LR","Y","UOS",0.3166,"synapse-1.1",0.293,0.0236
"12088","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET","LR","Y","UOS",0.3366,"synapse-1.2",0.3774,-0.0408
"12089","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET","LR","Y","UOS",0.2756,"velocity-1.6",0.3445,-0.0689
"12090","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET","LR","Y","UOS",0.4748,"xerces-1.2",0.5045,-0.0296999999999999
"12091","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET","LR","Y","UOS",0.3091,"xerces-1.3",0.2619,0.0472
"12092","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET","LR","Y","UOS",0.4067,"Eclipse_JDT_Core",0.429,-0.0223
"12093","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET","LR","Y","UOS",0.2497,"Eclipse_PDE_UI",0.1946,0.0551
"12094","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET","LR","Y","UOS",0.3657,"Equinox_Framework",0.3823,-0.0165999999999999
"12095","Lucene",64,691,9.796875,"M&H IR","CK+NET","LR","Y","UOS",0.1994,"Lucene",0.228,-0.0286
"12096","Mylyn",245,1862,6.6,"M&H IR","CK+NET","LR","Y","UOS",0.2369,"Mylyn",0.188,0.0489
"12097","ant-1.3",20,125,5.25,"M&H IR","CK+NET","LR","Y","SMOTE",0.3762,"ant-1.3",0.2507,0.1255
"12098","ant-1.4",40,178,3.45,"Low IR","CK+NET","LR","Y","SMOTE",0.426,"ant-1.4",0.3577,0.0683
"12099","ant-1.5",32,293,8.15625,"M&H IR","CK+NET","LR","Y","SMOTE",0.3404,"ant-1.5",0.3432,-0.00280000000000002
"12100","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET","LR","Y","SMOTE",0.4906,"ant-1.6",0.4603,0.0303
"12101","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET","LR","Y","SMOTE",0.0996,"camel-1.0",0.0513,0.0483
"12102","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET","LR","Y","SMOTE",0.3946,"camel-1.2",0.408,-0.0134
"12103","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET","LR","Y","SMOTE",0.3319,"camel-1.4",0.3278,0.00409999999999999
"12104","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET","LR","Y","SMOTE",0.4339,"camel-1.6",0.3866,0.0473
"12105","ivy-2.0",40,352,7.8,"M&H IR","CK+NET","LR","Y","SMOTE",0.2922,"ivy-2.0",0.2852,0.00700000000000001
"12106","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET","LR","Y","SMOTE",0.6123,"jedit-3.2",0.5922,0.0201
"12107","jedit-4.0",75,306,3.08,"Low IR","CK+NET","LR","Y","SMOTE",0.4006,"jedit-4.0",0.3503,0.0503
"12108","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET","LR","Y","SMOTE",0.4939,"jedit-4.1",0.451,0.0429
"12109","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET","LR","Y","SMOTE",0.4386,"jedit-4.2",0.3275,0.1111
"12110","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET","LR","Y","SMOTE",0.1246,"jedit-4.3",-0.0042,0.1288
"12111","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET","LR","Y","SMOTE",0.3822,"log4j-1.0",0.4017,-0.0195
"12112","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET","LR","Y","SMOTE",0.2448,"poi-2.0",0.151,0.0938
"12113","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET","LR","Y","SMOTE",0.2678,"synapse-1.0",0.0884,0.1794
"12114","synapse-1.1",60,222,2.7,"Low IR","CK+NET","LR","Y","SMOTE",0.3317,"synapse-1.1",0.293,0.0387
"12115","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET","LR","Y","SMOTE",0.4365,"synapse-1.2",0.3774,0.0591
"12116","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET","LR","Y","SMOTE",0.3754,"velocity-1.6",0.3445,0.0309
"12117","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET","LR","Y","SMOTE",0.4479,"xerces-1.2",0.5045,-0.0565999999999999
"12118","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET","LR","Y","SMOTE",0.3121,"xerces-1.3",0.2619,0.0502
"12119","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET","LR","Y","SMOTE",0.4067,"Eclipse_JDT_Core",0.429,-0.0223
"12120","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET","LR","Y","SMOTE",0.2275,"Eclipse_PDE_UI",0.1946,0.0329
"12121","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET","LR","Y","SMOTE",0.3701,"Equinox_Framework",0.3823,-0.0122
"12122","Lucene",64,691,9.796875,"M&H IR","CK+NET","LR","Y","SMOTE",0.1835,"Lucene",0.228,-0.0445
"12123","Mylyn",245,1862,6.6,"M&H IR","CK+NET","LR","Y","SMOTE",0.2644,"Mylyn",0.188,0.0764
"12124","ant-1.3",20,125,5.25,"M&H IR","CK+NET","LR","Y","COS",0.4284,"ant-1.3",0.2507,0.1777
"12125","ant-1.4",40,178,3.45,"Low IR","CK+NET","LR","Y","COS",0.3758,"ant-1.4",0.3577,0.0181
"12126","ant-1.5",32,293,8.15625,"M&H IR","CK+NET","LR","Y","COS",0.3815,"ant-1.5",0.3432,0.0383
"12127","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET","LR","Y","COS",0.4956,"ant-1.6",0.4603,0.0353
"12128","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET","LR","Y","COS",0.131,"camel-1.0",0.0513,0.0797
"12129","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET","LR","Y","COS",0.4051,"camel-1.2",0.408,-0.00289999999999996
"12130","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET","LR","Y","COS",0.3632,"camel-1.4",0.3278,0.0354
"12131","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET","LR","Y","COS",0.4639,"camel-1.6",0.3866,0.0773
"12132","ivy-2.0",40,352,7.8,"M&H IR","CK+NET","LR","Y","COS",0.3528,"ivy-2.0",0.2852,0.0676
"12133","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET","LR","Y","COS",0.616,"jedit-3.2",0.5922,0.0238
"12134","jedit-4.0",75,306,3.08,"Low IR","CK+NET","LR","Y","COS",0.3899,"jedit-4.0",0.3503,0.0396
"12135","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET","LR","Y","COS",0.4639,"jedit-4.1",0.451,0.0129
"12136","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET","LR","Y","COS",0.4273,"jedit-4.2",0.3275,0.0998
"12137","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET","LR","Y","COS",0.1552,"jedit-4.3",-0.0042,0.1594
"12138","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET","LR","Y","COS",0.4353,"log4j-1.0",0.4017,0.0336
"12139","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET","LR","Y","COS",0.2198,"poi-2.0",0.151,0.0688
"12140","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET","LR","Y","COS",0.3364,"synapse-1.0",0.0884,0.248
"12141","synapse-1.1",60,222,2.7,"Low IR","CK+NET","LR","Y","COS",0.3643,"synapse-1.1",0.293,0.0713
"12142","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET","LR","Y","COS",0.372,"synapse-1.2",0.3774,-0.00540000000000002
"12143","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET","LR","Y","COS",0.3514,"velocity-1.6",0.3445,0.00690000000000002
"12144","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET","LR","Y","COS",0.5099,"xerces-1.2",0.5045,0.00540000000000007
"12145","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET","LR","Y","COS",0.3512,"xerces-1.3",0.2619,0.0893
"12146","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET","LR","Y","COS",0.4221,"Eclipse_JDT_Core",0.429,-0.00690000000000002
"12147","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET","LR","Y","COS",0.2706,"Eclipse_PDE_UI",0.1946,0.076
"12148","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET","LR","Y","COS",0.3796,"Equinox_Framework",0.3823,-0.00269999999999998
"12149","Lucene",64,691,9.796875,"M&H IR","CK+NET","LR","Y","COS",0.2533,"Lucene",0.228,0.0253
"12150","Mylyn",245,1862,6.6,"M&H IR","CK+NET","LR","Y","COS",0.2432,"Mylyn",0.188,0.0552
"12151","ant-1.3",20,125,5.25,"M&H IR","CK+NET","LR","Y","EM1v1",0.4238,"ant-1.3",0.2507,0.1731
"12152","ant-1.4",40,178,3.45,"Low IR","CK+NET","LR","Y","EM1v1",0.4292,"ant-1.4",0.3577,0.0715
"12153","ant-1.5",32,293,8.15625,"M&H IR","CK+NET","LR","Y","EM1v1",0.3599,"ant-1.5",0.3432,0.0167
"12154","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET","LR","Y","EM1v1",0.4871,"ant-1.6",0.4603,0.0268
"12155","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET","LR","Y","EM1v1",0.1396,"camel-1.0",0.0513,0.0883
"12156","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET","LR","Y","EM1v1",0.408,"camel-1.2",0.408,0
"12157","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET","LR","Y","EM1v1",0.3923,"camel-1.4",0.3278,0.0645
"12158","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET","LR","Y","EM1v1",0.476,"camel-1.6",0.3866,0.0894
"12159","ivy-2.0",40,352,7.8,"M&H IR","CK+NET","LR","Y","EM1v1",0.3392,"ivy-2.0",0.2852,0.054
"12160","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET","LR","Y","EM1v1",0.6161,"jedit-3.2",0.5922,0.0239
"12161","jedit-4.0",75,306,3.08,"Low IR","CK+NET","LR","Y","EM1v1",0.3888,"jedit-4.0",0.3503,0.0385
"12162","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET","LR","Y","EM1v1",0.48,"jedit-4.1",0.451,0.029
"12163","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET","LR","Y","EM1v1",0.4281,"jedit-4.2",0.3275,0.1006
"12164","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET","LR","Y","EM1v1",0.1843,"jedit-4.3",-0.0042,0.1885
"12165","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET","LR","Y","EM1v1",0.4376,"log4j-1.0",0.4017,0.0359
"12166","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET","LR","Y","EM1v1",0.2258,"poi-2.0",0.151,0.0748
"12167","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET","LR","Y","EM1v1",0.3259,"synapse-1.0",0.0884,0.2375
"12168","synapse-1.1",60,222,2.7,"Low IR","CK+NET","LR","Y","EM1v1",0.3917,"synapse-1.1",0.293,0.0987
"12169","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET","LR","Y","EM1v1",0.3774,"synapse-1.2",0.3774,0
"12170","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET","LR","Y","EM1v1",0.3445,"velocity-1.6",0.3445,0
"12171","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET","LR","Y","EM1v1",0.4646,"xerces-1.2",0.5045,-0.0398999999999999
"12172","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK+NET","LR","Y","EM1v1",0.3488,"xerces-1.3",0.2619,0.0869
"12173","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK+NET","LR","Y","EM1v1",0.4329,"Eclipse_JDT_Core",0.429,0.00390000000000001
"12174","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK+NET","LR","Y","EM1v1",0.276,"Eclipse_PDE_UI",0.1946,0.0814
"12175","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK+NET","LR","Y","EM1v1",0.3823,"Equinox_Framework",0.3823,0
"12176","Lucene",64,691,9.796875,"M&H IR","CK+NET","LR","Y","EM1v1",0.2756,"Lucene",0.228,0.0476
"12177","Mylyn",245,1862,6.6,"M&H IR","CK+NET","LR","Y","EM1v1",0.2642,"Mylyn",0.188,0.0762
"12178","ant-1.3",20,125,5.25,"M&H IR","CK+NET","LR","Y","UBag",0.4512,"ant-1.3",0.2507,0.2005
"12179","ant-1.4",40,178,3.45,"Low IR","CK+NET","LR","Y","UBag",0.4155,"ant-1.4",0.3577,0.0578
"12180","ant-1.5",32,293,8.15625,"M&H IR","CK+NET","LR","Y","UBag",0.3727,"ant-1.5",0.3432,0.0295
"12181","ant-1.6",92,351,2.81521739130435,"Low IR","CK+NET","LR","Y","UBag",0.4994,"ant-1.6",0.4603,0.0391
"12182","camel-1.0",13,339,25.0769230769231,"M&H IR","CK+NET","LR","Y","UBag",0.1276,"camel-1.0",0.0513,0.0763
"12183","camel-1.2",216,608,1.81481481481481,"Low IR","CK+NET","LR","Y","UBag",0.4231,"camel-1.2",0.408,0.0151
"12184","camel-1.4",145,872,5.01379310344828,"M&H IR","CK+NET","LR","Y","UBag",0.3982,"camel-1.4",0.3278,0.0704
"12185","camel-1.6",188,965,4.13297872340426,"M&H IR","CK+NET","LR","Y","UBag",0.4821,"camel-1.6",0.3866,0.0955
"12186","ivy-2.0",40,352,7.8,"M&H IR","CK+NET","LR","Y","UBag",0.3351,"ivy-2.0",0.2852,0.0499
"12187","jedit-3.2",90,272,2.02222222222222,"Low IR","CK+NET","LR","Y","UBag",0.6207,"jedit-3.2",0.5922,0.0285000000000001
"12188","jedit-4.0",75,306,3.08,"Low IR","CK+NET","LR","Y","UBag",0.4007,"jedit-4.0",0.3503,0.0504
"12189","jedit-4.1",79,312,2.9493670886076,"Low IR","CK+NET","LR","Y","UBag",0.4798,"jedit-4.1",0.451,0.0288
"12190","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK+NET","LR","Y","UBag",0.4479,"jedit-4.2",0.3275,0.1204
"12191","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK+NET","LR","Y","UBag",0.1617,"jedit-4.3",-0.0042,0.1659
"12192","log4j-1.0",34,135,2.97058823529412,"Low IR","CK+NET","LR","Y","UBag",0.4825,"log4j-1.0",0.4017,0.0808
"12193","poi-2.0",37,314,7.48648648648649,"M&H IR","CK+NET","LR","Y","UBag",0.2615,"poi-2.0",0.151,0.1105
"12194","synapse-1.0",16,157,8.8125,"M&H IR","CK+NET","LR","Y","UBag",0.2486,"synapse-1.0",0.0884,0.1602
"12195","synapse-1.1",60,222,2.7,"Low IR","CK+NET","LR","Y","UBag",0.4032,"synapse-1.1",0.293,0.1102
"12196","synapse-1.2",86,256,1.97674418604651,"Low IR","CK+NET","LR","Y","UBag",0.4081,"synapse-1.2",0.3774,0.0307
"12197","velocity-1.6",78,229,1.93589743589744,"Low IR","CK+NET","LR","Y","UBag",0.3919,"velocity-1.6",0.3445,0.0474000000000001
"12198","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK+NET","LR","Y","UBag",0.4893,"xerces-1.2",0.5045,-0.0151999999999999
