"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC","ImbGroup","dset","bMCC","dMCC"
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","Ripper","Y","SMOTE",0.7806,0.53,"Low IR","log4j-1.0",0.4933,0.0367
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","Ripper","Y","SMOTE",0.64,0.2431,"M&H IR","Lucene",0.2564,-0.0133
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","Ripper","Y","SMOTE",0.6275,0.2615,"M&H IR","Mylyn",0.2136,0.0479
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","Ripper","Y","SMOTE",0.6379,0.2254,"M&H IR","poi-2.0",0.251,-0.0256
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","Ripper","Y","SMOTE",0.6405,0.2319,"M&H IR","synapse-1.0",0.1153,0.1166
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","Ripper","Y","SMOTE",0.7147,0.3902,"Low IR","synapse-1.1",0.3701,0.0201
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","Ripper","Y","SMOTE",0.7215,0.4346,"Low IR","synapse-1.2",0.4219,0.0127
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","Ripper","Y","SMOTE",0.7022,0.3855,"Low IR","velocity-1.6",0.4332,-0.0477
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","Ripper","Y","SMOTE",0.8316,0.5451,"M&H IR","xerces-1.2",0.6491,-0.104
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","Ripper","Y","SMOTE",0.7692,0.4142,"M&H IR","xerces-1.3",0.3998,0.0144
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","Ripper","Y","COS",0.7277,0.3886,"M&H IR","ant-1.3",0.0869,0.3017
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","Ripper","Y","COS",0.6974,0.3722,"Low IR","ant-1.4",0.3546,0.0175999999999999
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","Ripper","Y","COS",0.7454,0.4205,"M&H IR","ant-1.5",0.3808,0.0397
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","Ripper","Y","COS",0.7472,0.4615,"Low IR","ant-1.6",0.4875,-0.026
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","Ripper","Y","COS",0.6829,0.243,"M&H IR","camel-1.0",0.0292,0.2138
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","Ripper","Y","COS",0.7115,0.4256,"Low IR","camel-1.2",0.4163,0.00929999999999997
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","Ripper","Y","COS",0.7609,0.4912,"M&H IR","camel-1.4",0.4437,0.0475
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","Ripper","Y","COS",0.7632,0.4652,"M&H IR","camel-1.6",0.4007,0.0645
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","Ripper","Y","COS",0.7431,0.4599,"Low IR","Eclipse_JDT_Core",0.4311,0.0288
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","Ripper","Y","COS",0.6733,0.2855,"M&H IR","Eclipse_PDE_UI",0.2005,0.085
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","Ripper","Y","COS",0.7489,0.4774,"Low IR","Equinox_Framework",0.4233,0.0541
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","Ripper","Y","COS",0.7209,0.336,"M&H IR","ivy-2.0",0.1595,0.1765
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","Ripper","Y","COS",0.832,0.6417,"Low IR","jedit-3.2",0.6085,0.0332
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","Ripper","Y","COS",0.7432,0.463,"Low IR","jedit-4.0",0.4374,0.0256
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","Ripper","Y","COS",0.7357,0.4516,"Low IR","jedit-4.1",0.4272,0.0244
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","Ripper","Y","COS",0.7454,0.436,"M&H IR","jedit-4.2",0.4281,0.00790000000000002
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","Ripper","Y","COS",0.7028,0.2409,"M&H IR","jedit-4.3",0.0255,0.2154
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","Ripper","Y","COS",0.7456,0.4763,"Low IR","log4j-1.0",0.4933,-0.017
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","Ripper","Y","COS",0.712,0.3364,"M&H IR","Lucene",0.2564,0.08
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","Ripper","Y","COS",0.6675,0.2807,"M&H IR","Mylyn",0.2136,0.0671
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","Ripper","Y","COS",0.6317,0.2321,"M&H IR","poi-2.0",0.251,-0.0189
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","Ripper","Y","COS",0.6962,0.2902,"M&H IR","synapse-1.0",0.1153,0.1749
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","Ripper","Y","COS",0.6972,0.3934,"Low IR","synapse-1.1",0.3701,0.0233
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","Ripper","Y","COS",0.7185,0.4352,"Low IR","synapse-1.2",0.4219,0.0133
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","Ripper","Y","COS",0.7206,0.4232,"Low IR","velocity-1.6",0.4332,-0.00999999999999995
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","Ripper","Y","COS",0.8441,0.643,"M&H IR","xerces-1.2",0.6491,-0.00609999999999999
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","Ripper","Y","COS",0.7237,0.3942,"M&H IR","xerces-1.3",0.3998,-0.00559999999999999
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","Ripper","Y","EM1v1",0.791,0.3826,"M&H IR","ant-1.3",0.0869,0.2957
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","Ripper","Y","EM1v1",0.7927,0.4091,"Low IR","ant-1.4",0.3546,0.0545
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","Ripper","Y","EM1v1",0.801,0.3497,"M&H IR","ant-1.5",0.3808,-0.0311
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","Ripper","Y","EM1v1",0.7892,0.4785,"Low IR","ant-1.6",0.4875,-0.00900000000000001
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","Ripper","Y","EM1v1",0.765,0.1485,"M&H IR","camel-1.0",0.0292,0.1193
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","Ripper","Y","EM1v1",0.6986,0.4261,"Low IR","camel-1.2",0.4163,0.00979999999999998
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","Ripper","Y","EM1v1",0.8329,0.4916,"M&H IR","camel-1.4",0.4437,0.0479
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","Ripper","Y","EM1v1",0.8184,0.4654,"M&H IR","camel-1.6",0.4007,0.0647
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","Ripper","Y","EM1v1",0.8343,0.4541,"Low IR","Eclipse_JDT_Core",0.4311,0.023
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","Ripper","Y","EM1v1",0.7636,0.2901,"M&H IR","Eclipse_PDE_UI",0.2005,0.0896
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","Ripper","Y","EM1v1",0.7289,0.4544,"Low IR","Equinox_Framework",0.4233,0.0311
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","Ripper","Y","EM1v1",0.8118,0.3741,"M&H IR","ivy-2.0",0.1595,0.2146
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","Ripper","Y","EM1v1",0.8768,0.6314,"Low IR","jedit-3.2",0.6085,0.0228999999999999
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","Ripper","Y","EM1v1",0.8165,0.4542,"Low IR","jedit-4.0",0.4374,0.0168
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","Ripper","Y","EM1v1",0.7997,0.454,"Low IR","jedit-4.1",0.4272,0.0268
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","Ripper","Y","EM1v1",0.8638,0.4796,"M&H IR","jedit-4.2",0.4281,0.0515
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","Ripper","Y","EM1v1",0.9071,0.2119,"M&H IR","jedit-4.3",0.0255,0.1864
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","Ripper","Y","EM1v1",0.8343,0.5485,"Low IR","log4j-1.0",0.4933,0.0552
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","Ripper","Y","EM1v1",0.7944,0.3051,"M&H IR","Lucene",0.2564,0.0487
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","Ripper","Y","EM1v1",0.7619,0.2851,"M&H IR","Mylyn",0.2136,0.0715
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","Ripper","Y","EM1v1",0.719,0.211,"M&H IR","poi-2.0",0.251,-0.04
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","Ripper","Y","EM1v1",0.8031,0.342,"M&H IR","synapse-1.0",0.1153,0.2267
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","Ripper","Y","EM1v1",0.7512,0.4096,"Low IR","synapse-1.1",0.3701,0.0395
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","Ripper","Y","EM1v1",0.6998,0.4071,"Low IR","synapse-1.2",0.4219,-0.0148
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","Ripper","Y","EM1v1",0.7181,0.452,"Low IR","velocity-1.6",0.4332,0.0188
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","Ripper","Y","EM1v1",0.9051,0.6446,"M&H IR","xerces-1.2",0.6491,-0.00450000000000006
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","Ripper","Y","EM1v1",0.8421,0.417,"M&H IR","xerces-1.3",0.3998,0.0172
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","Ripper","Y","UBag",0.8002,0.4619,"M&H IR","ant-1.3",0.0869,0.375
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","Ripper","Y","UBag",0.8337,0.4321,"Low IR","ant-1.4",0.3546,0.0775
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","Ripper","Y","UBag",0.8008,0.3892,"M&H IR","ant-1.5",0.3808,0.00839999999999996
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","Ripper","Y","UBag",0.8302,0.4959,"Low IR","ant-1.6",0.4875,0.00840000000000002
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","Ripper","Y","UBag",0.7826,0.1743,"M&H IR","camel-1.0",0.0292,0.1451
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","Ripper","Y","UBag",0.8078,0.4626,"Low IR","camel-1.2",0.4163,0.0463
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","Ripper","Y","UBag",0.8387,0.4636,"M&H IR","camel-1.4",0.4437,0.0199
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","Ripper","Y","UBag",0.8542,0.4768,"M&H IR","camel-1.6",0.4007,0.0761
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","Ripper","Y","UBag",0.8501,0.4605,"Low IR","Eclipse_JDT_Core",0.4311,0.0294
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","Ripper","Y","UBag",0.7654,0.2987,"M&H IR","Eclipse_PDE_UI",0.2005,0.0982
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","Ripper","Y","UBag",0.8414,0.5106,"Low IR","Equinox_Framework",0.4233,0.0873
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","Ripper","Y","UBag",0.8209,0.3809,"M&H IR","ivy-2.0",0.1595,0.2214
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","Ripper","Y","UBag",0.9078,0.6768,"Low IR","jedit-3.2",0.6085,0.0682999999999999
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","Ripper","Y","UBag",0.8516,0.492,"Low IR","jedit-4.0",0.4374,0.0546
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","Ripper","Y","UBag",0.8624,0.5092,"Low IR","jedit-4.1",0.4272,0.082
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","Ripper","Y","UBag",0.8665,0.4975,"M&H IR","jedit-4.2",0.4281,0.0694
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","Ripper","Y","UBag",0.8869,0.2084,"M&H IR","jedit-4.3",0.0255,0.1829
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","Ripper","Y","UBag",0.8693,0.5617,"Low IR","log4j-1.0",0.4933,0.0684
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","Ripper","Y","UBag",0.7817,0.3141,"M&H IR","Lucene",0.2564,0.0577
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","Ripper","Y","UBag",0.7773,0.3096,"M&H IR","Mylyn",0.2136,0.096
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","Ripper","Y","UBag",0.7383,0.2479,"M&H IR","poi-2.0",0.251,-0.00309999999999999
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","Ripper","Y","UBag",0.7681,0.3412,"M&H IR","synapse-1.0",0.1153,0.2259
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","Ripper","Y","UBag",0.7946,0.4568,"Low IR","synapse-1.1",0.3701,0.0867
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","Ripper","Y","UBag",0.8016,0.4656,"Low IR","synapse-1.2",0.4219,0.0437
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","Ripper","Y","UBag",0.804,0.4515,"Low IR","velocity-1.6",0.4332,0.0183
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","Ripper","Y","UBag",0.9281,0.6358,"M&H IR","xerces-1.2",0.6491,-0.0133
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","Ripper","Y","UBag",0.8481,0.4096,"M&H IR","xerces-1.3",0.3998,0.00980000000000003
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","Ripper","Y","OBag",0.7699,0.2892,"M&H IR","ant-1.3",0.0869,0.2023
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","Ripper","Y","OBag",0.8352,0.4637,"Low IR","ant-1.4",0.3546,0.1091
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","Ripper","Y","OBag",0.8156,0.4402,"M&H IR","ant-1.5",0.3808,0.0594
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","Ripper","Y","OBag",0.8126,0.4914,"Low IR","ant-1.6",0.4875,0.00390000000000001
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","Ripper","Y","OBag",0.6235,7e-04,"M&H IR","camel-1.0",0.0292,-0.0285
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","Ripper","Y","OBag",0.8252,0.4901,"Low IR","camel-1.2",0.4163,0.0738
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","Ripper","Y","OBag",0.8461,0.456,"M&H IR","camel-1.4",0.4437,0.0123
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","Ripper","Y","OBag",0.8576,0.4801,"M&H IR","camel-1.6",0.4007,0.0794
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","Ripper","Y","OBag",0.8481,0.4944,"Low IR","Eclipse_JDT_Core",0.4311,0.0633
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","Ripper","Y","OBag",0.7671,0.2826,"M&H IR","Eclipse_PDE_UI",0.2005,0.0821
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","Ripper","Y","OBag",0.8423,0.5207,"Low IR","Equinox_Framework",0.4233,0.0974
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","Ripper","Y","OBag",0.7808,0.2301,"M&H IR","ivy-2.0",0.1595,0.0706
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","Ripper","Y","OBag",0.9064,0.6549,"Low IR","jedit-3.2",0.6085,0.0464
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","Ripper","Y","OBag",0.8313,0.4749,"Low IR","jedit-4.0",0.4374,0.0375
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","Ripper","Y","OBag",0.8571,0.4866,"Low IR","jedit-4.1",0.4272,0.0594
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","Ripper","Y","OBag",0.8506,0.4613,"M&H IR","jedit-4.2",0.4281,0.0332
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","Ripper","Y","OBag",0.7494,0.1948,"M&H IR","jedit-4.3",0.0255,0.1693
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","Ripper","Y","OBag",0.8749,0.5679,"Low IR","log4j-1.0",0.4933,0.0745999999999999
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","Ripper","Y","OBag",0.7909,0.307,"M&H IR","Lucene",0.2564,0.0506
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","Ripper","Y","OBag",0.783,0.3471,"M&H IR","Mylyn",0.2136,0.1335
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","Ripper","Y","OBag",0.755,0.2138,"M&H IR","poi-2.0",0.251,-0.0372
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","Ripper","Y","OBag",0.782,0.345,"M&H IR","synapse-1.0",0.1153,0.2297
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","Ripper","Y","OBag",0.8071,0.5052,"Low IR","synapse-1.1",0.3701,0.1351
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","Ripper","Y","OBag",0.8206,0.4983,"Low IR","synapse-1.2",0.4219,0.0764
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","Ripper","Y","OBag",0.8042,0.4573,"Low IR","velocity-1.6",0.4332,0.0241
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","Ripper","Y","OBag",0.9208,0.6625,"M&H IR","xerces-1.2",0.6491,0.0134
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","Ripper","Y","OBag",0.871,0.4939,"M&H IR","xerces-1.3",0.3998,0.0941
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","Ripper","Y","UOBag",0.7875,0.391,"M&H IR","ant-1.3",0.0869,0.3041
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","Ripper","Y","UOBag",0.8392,0.4855,"Low IR","ant-1.4",0.3546,0.1309
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","Ripper","Y","UOBag",0.8048,0.4329,"M&H IR","ant-1.5",0.3808,0.0521
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","Ripper","Y","UOBag",0.8282,0.4991,"Low IR","ant-1.6",0.4875,0.0116
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","Ripper","Y","UOBag",0.6997,0.1178,"M&H IR","camel-1.0",0.0292,0.0886
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","Ripper","Y","UOBag",0.8171,0.4819,"Low IR","camel-1.2",0.4163,0.0656
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","Ripper","Y","UOBag",0.8503,0.4802,"M&H IR","camel-1.4",0.4437,0.0365
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","Ripper","Y","UOBag",0.8647,0.4983,"M&H IR","camel-1.6",0.4007,0.0976
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","Ripper","Y","UOBag",0.8551,0.4953,"Low IR","Eclipse_JDT_Core",0.4311,0.0642
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","Ripper","Y","UOBag",0.7778,0.3111,"M&H IR","Eclipse_PDE_UI",0.2005,0.1106
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","Ripper","Y","UOBag",0.8418,0.4984,"Low IR","Equinox_Framework",0.4233,0.0751
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","Ripper","Y","UOBag",0.8083,0.3471,"M&H IR","ivy-2.0",0.1595,0.1876
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","Ripper","Y","UOBag",0.9133,0.6672,"Low IR","jedit-3.2",0.6085,0.0587
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","Ripper","Y","UOBag",0.8524,0.4936,"Low IR","jedit-4.0",0.4374,0.0562
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","Ripper","Y","UOBag",0.8662,0.5067,"Low IR","jedit-4.1",0.4272,0.0795
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","Ripper","Y","UOBag",0.8667,0.4706,"M&H IR","jedit-4.2",0.4281,0.0425
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","Ripper","Y","UOBag",0.84,0.327,"M&H IR","jedit-4.3",0.0255,0.3015
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","Ripper","Y","UOBag",0.8708,0.553,"Low IR","log4j-1.0",0.4933,0.0597
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","Ripper","Y","UOBag",0.7941,0.3682,"M&H IR","Lucene",0.2564,0.1118
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","Ripper","Y","UOBag",0.7915,0.3438,"M&H IR","Mylyn",0.2136,0.1302
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","Ripper","Y","UOBag",0.7556,0.2759,"M&H IR","poi-2.0",0.251,0.0249
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","Ripper","Y","UOBag",0.7624,0.3126,"M&H IR","synapse-1.0",0.1153,0.1973
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","Ripper","Y","UOBag",0.8118,0.465,"Low IR","synapse-1.1",0.3701,0.0949
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","Ripper","Y","UOBag",0.8117,0.4882,"Low IR","synapse-1.2",0.4219,0.0663
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","Ripper","Y","UOBag",0.8053,0.4653,"Low IR","velocity-1.6",0.4332,0.0321
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","Ripper","Y","UOBag",0.9332,0.6693,"M&H IR","xerces-1.2",0.6491,0.0202
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","Ripper","Y","UOBag",0.8681,0.4755,"M&H IR","xerces-1.3",0.3998,0.0757
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","Ripper","Y","SBag",0.7999,0.2945,"M&H IR","ant-1.3",0.0869,0.2076
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","Ripper","Y","SBag",0.8408,0.4648,"Low IR","ant-1.4",0.3546,0.1102
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","Ripper","Y","SBag",0.8113,0.4824,"M&H IR","ant-1.5",0.3808,0.1016
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","Ripper","Y","SBag",0.8161,0.497,"Low IR","ant-1.6",0.4875,0.00950000000000001
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","Ripper","Y","SBag",0.6548,0.0254,"M&H IR","camel-1.0",0.0292,-0.0038
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","Ripper","Y","SBag",0.8097,0.4537,"Low IR","camel-1.2",0.4163,0.0374
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","Ripper","Y","SBag",0.8431,0.4858,"M&H IR","camel-1.4",0.4437,0.0421
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","Ripper","Y","SBag",0.8568,0.5058,"M&H IR","camel-1.6",0.4007,0.1051
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","Ripper","Y","SBag",0.8464,0.5025,"Low IR","Eclipse_JDT_Core",0.4311,0.0714
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","Ripper","Y","SBag",0.7708,0.3173,"M&H IR","Eclipse_PDE_UI",0.2005,0.1168
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","Ripper","Y","SBag",0.836,0.5066,"Low IR","Equinox_Framework",0.4233,0.0833
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","Ripper","Y","SBag",0.7815,0.246,"M&H IR","ivy-2.0",0.1595,0.0865
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","Ripper","Y","SBag",0.9084,0.6517,"Low IR","jedit-3.2",0.6085,0.0431999999999999
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","Ripper","Y","SBag",0.8396,0.4708,"Low IR","jedit-4.0",0.4374,0.0334
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","Ripper","Y","SBag",0.85,0.5266,"Low IR","jedit-4.1",0.4272,0.0993999999999999
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","Ripper","Y","SBag",0.8541,0.452,"M&H IR","jedit-4.2",0.4281,0.0239
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","Ripper","Y","SBag",0.7377,0.2051,"M&H IR","jedit-4.3",0.0255,0.1796
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","Ripper","Y","SBag",0.8483,0.5419,"Low IR","log4j-1.0",0.4933,0.0486
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","Ripper","Y","SBag",0.7745,0.327,"M&H IR","Lucene",0.2564,0.0706
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","Ripper","Y","SBag",0.783,0.3601,"M&H IR","Mylyn",0.2136,0.1465
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","Ripper","Y","SBag",0.7624,0.2574,"M&H IR","poi-2.0",0.251,0.00640000000000002
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","Ripper","Y","SBag",0.7751,0.3088,"M&H IR","synapse-1.0",0.1153,0.1935
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","Ripper","Y","SBag",0.811,0.4931,"Low IR","synapse-1.1",0.3701,0.123
