Dataset,DefectNum,ModuleNum,DefectRate,ImbLevel,ImbGroup,Metrics,Classifier,ImbLearner,ImbLearnerType,Gmean,AUC,Bal,F1,Recall,MCC,SLoe
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK+NET+PROC,IBk,Y,Bag,0.6468,0.8037,0.6257,0.5613,0.4954,0.4215,0.5708
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK+NET+PROC,IBk,Y,Bag,0.7144,0.9329,0.6802,0.6127,0.5525,0.5734,0.7164
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK+NET+PROC,IBk,Y,Bag,0.5247,0.8548,0.5163,0.4066,0.3174,0.3858,0.6037
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK+NET+PROC,IBk,Y,Bag,0.615,0.8293,0.575,0.5104,0.401,0.4589,0.663
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK+NET+PROC,IBk,Y,Bag,0.3293,0.776,0.3813,0.1966,0.1253,0.1986,0.4307
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK+NET+PROC,IBk,Y,Bag,0.7023,0.8193,0.6879,0.6457,0.6162,0.4481,0.5374
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK+NET+PROC,IBk,Y,Bag,0.2618,0.728,0.3818,0.1956,0.1257,0.2335,0.5026
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK+NET+PROC,IBk,Y,Bag,0.3252,0.7641,0.3763,0.1933,0.1181,0.2244,0.5612
ant-1.3,20,125,0.16,5.25,8~4,CK+NET+PROC,IBk,Y,Bst,0.4302,0.7338,0.5306,0.3385,0.375,0.249,0.3391
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK+NET+PROC,IBk,Y,Bst,0.6925,0.8245,0.6799,0.58,0.58,0.4819,0.5904
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK+NET+PROC,IBk,Y,Bst,0.5175,0.7705,0.5634,0.3591,0.3992,0.3027,0.38
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK+NET+PROC,IBk,Y,Bst,0.6508,0.7518,0.6355,0.5225,0.5181,0.3726,0.4439
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK+NET+PROC,IBk,Y,Bst,0.1245,0.7047,0.3685,0.0897,0.11,0.0727,0.1
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK+NET+PROC,IBk,Y,Bst,0.6575,0.7523,0.6467,0.5698,0.5559,0.3528,0.3999
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK+NET+PROC,IBk,Y,Bst,0.5969,0.7354,0.5706,0.4274,0.4018,0.3289,0.3818
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK+NET+PROC,IBk,Y,Bst,0.6377,0.7782,0.6107,0.4851,0.4612,0.376,0.4265
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK+NET+PROC,IBk,Y,Bst,0.4487,0.7236,0.5048,0.2941,0.31,0.2222,0.2869
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK+NET+PROC,IBk,Y,Bst,0.7407,0.8587,0.7274,0.6655,0.67,0.5105,0.5891
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK+NET+PROC,IBk,Y,Bst,0.642,0.7862,0.6299,0.5069,0.5104,0.3659,0.4408
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK+NET+PROC,IBk,Y,Bst,0.6438,0.8075,0.6332,0.5141,0.5161,0.3776,0.4632
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK+NET+PROC,IBk,Y,Bst,0.5669,0.7931,0.5693,0.3993,0.3995,0.328,0.3978
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK+NET+PROC,IBk,Y,Bst,0.2888,0.8084,0.4912,0.2273,0.285,0.2257,0.28
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK+NET+PROC,IBk,Y,Bst,0.6765,0.8305,0.672,0.5711,0.5908,0.4599,0.5821
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK+NET+PROC,IBk,Y,Bst,0.4464,0.6927,0.4997,0.3082,0.2992,0.2375,0.2938
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK+NET+PROC,IBk,Y,Bst,0.3095,0.6444,0.4679,0.223,0.275,0.1559,0.2223
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK+NET+PROC,IBk,Y,Bst,0.659,0.7757,0.646,0.5459,0.5333,0.4065,0.489
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK+NET+PROC,IBk,Y,Bst,0.6521,0.7454,0.6435,0.5601,0.5442,0.3657,0.4238
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK+NET+PROC,IBk,Y,Bst,0.674,0.7778,0.6593,0.5868,0.5734,0.4024,0.4821
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK+NET+PROC,IBk,Y,Bst,0.7819,0.9148,0.754,0.6672,0.6645,0.6188,0.7248
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK+NET+PROC,IBk,Y,Bst,0.6329,0.8272,0.6099,0.4892,0.4555,0.429,0.5442
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK+NET+PROC,IBk,Y,Bst,0.6548,0.7826,0.6265,0.5133,0.4838,0.4047,0.4645
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK+NET+PROC,IBk,Y,Bst,0.5021,0.711,0.4888,0.3163,0.2818,0.2285,0.2721
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK+NET+PROC,IBk,Y,Bst,0.6871,0.7789,0.6785,0.6287,0.6235,0.3998,0.4615
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK+NET+PROC,IBk,Y,Bst,0.5003,0.741,0.4994,0.3313,0.294,0.2926,0.3909
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK+NET+PROC,IBk,Y,Bst,0.4888,0.7034,0.4773,0.3012,0.2647,0.2195,0.2642
ant-1.3,20,125,0.16,5.25,8~4,CK+NET+PROC,IBk,Y,US,0.6288,0.7318,0.6263,0.4128,0.685,0.2922,0.5299
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK+NET+PROC,IBk,Y,US,0.6836,0.7845,0.6645,0.5151,0.775,0.356,0.6141
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK+NET+PROC,IBk,Y,US,0.7026,0.7617,0.6861,0.3797,0.7125,0.3162,0.5941
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK+NET+PROC,IBk,Y,US,0.7246,0.7755,0.7152,0.594,0.6874,0.4371,0.5465
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK+NET+PROC,IBk,Y,US,0.462,0.7108,0.5617,0.1508,0.495,0.1363,0.3482
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK+NET+PROC,IBk,Y,US,0.67,0.7319,0.666,0.593,0.6767,0.3372,0.4211
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK+NET+PROC,IBk,Y,US,0.6807,0.7486,0.676,0.4189,0.6991,0.2849,0.5098
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK+NET+PROC,IBk,Y,US,0.735,0.7944,0.7297,0.5205,0.7553,0.3928,0.6138
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK+NET+PROC,IBk,Y,US,0.6858,0.7616,0.6747,0.3585,0.69,0.2837,0.5572
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK+NET+PROC,IBk,Y,US,0.7972,0.8667,0.7832,0.7266,0.8389,0.5822,0.7412
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK+NET+PROC,IBk,Y,US,0.6954,0.7869,0.6871,0.5412,0.7277,0.3704,0.5506
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK+NET+PROC,IBk,Y,US,0.7013,0.8045,0.689,0.5539,0.717,0.3851,0.5554
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK+NET+PROC,IBk,Y,US,0.7471,0.8197,0.7339,0.454,0.758,0.3801,0.649
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK+NET+PROC,IBk,Y,US,0.6543,0.7777,0.6526,0.0945,0.825,0.1428,0.748
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK+NET+PROC,IBk,Y,US,0.7191,0.8049,0.7009,0.5856,0.7492,0.4483,0.6528
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK+NET+PROC,IBk,Y,US,0.5573,0.6541,0.5672,0.2665,0.5417,0.1481,0.3184
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK+NET+PROC,IBk,Y,US,0.589,0.698,0.6135,0.3056,0.68,0.2362,0.5262
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK+NET+PROC,IBk,Y,US,0.6764,0.733,0.6672,0.5436,0.6683,0.3493,0.4729
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK+NET+PROC,IBk,Y,US,0.6487,0.7222,0.6426,0.5538,0.6113,0.3147,0.3865
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK+NET+PROC,IBk,Y,US,0.673,0.7448,0.6632,0.5917,0.6868,0.3545,0.4651
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK+NET+PROC,IBk,Y,US,0.7832,0.8698,0.7723,0.566,0.7654,0.4847,0.681
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK+NET+PROC,IBk,Y,US,0.7191,0.8071,0.7083,0.4513,0.7379,0.3528,0.609
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK+NET+PROC,IBk,Y,US,0.716,0.788,0.7124,0.5165,0.7025,0.3718,0.542
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK+NET+PROC,IBk,Y,US,0.6692,0.724,0.6663,0.3664,0.663,0.2491,0.4706
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK+NET+PROC,IBk,Y,US,0.7019,0.7758,0.6936,0.6568,0.7054,0.42,0.5076
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK+NET+PROC,IBk,Y,US,0.6437,0.6981,0.6387,0.2897,0.5748,0.2151,0.4133
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK+NET+PROC,IBk,Y,US,0.6615,0.7136,0.6592,0.3429,0.6598,0.2296,0.4576
ant-1.3,20,125,0.16,5.25,8~4,CK+NET+PROC,IBk,Y,OS,0.6621,0.7028,0.6485,0.4258,0.705,0.3183,0.5865
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK+NET+PROC,IBk,Y,OS,0.7371,0.8234,0.7147,0.5704,0.81,0.4366,0.6919
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK+NET+PROC,IBk,Y,OS,0.718,0.7779,0.6999,0.3793,0.7458,0.3213,0.6347
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK+NET+PROC,IBk,Y,OS,0.7028,0.7652,0.6948,0.5605,0.7156,0.3808,0.5353
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK+NET+PROC,IBk,Y,OS,0.3539,0.621,0.5066,0.1789,0.33,0.1564,0.2638
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK+NET+PROC,IBk,Y,OS,0.6685,0.7404,0.6657,0.593,0.6779,0.3329,0.4127
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK+NET+PROC,IBk,Y,OS,0.6711,0.7182,0.6653,0.406,0.7164,0.268,0.5122
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK+NET+PROC,IBk,Y,OS,0.7294,0.7875,0.7202,0.5065,0.794,0.378,0.6503
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK+NET+PROC,IBk,Y,OS,0.6328,0.6784,0.6374,0.3186,0.615,0.2233,0.4351
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK+NET+PROC,IBk,Y,OS,0.8023,0.8606,0.7825,0.7318,0.8767,0.5901,0.7855
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK+NET+PROC,IBk,Y,OS,0.6876,0.7608,0.674,0.5271,0.7536,0.348,0.5673
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK+NET+PROC,IBk,Y,OS,0.7063,0.7822,0.6928,0.557,0.7546,0.3839,0.5806
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK+NET+PROC,IBk,Y,OS,0.7492,0.7807,0.734,0.446,0.7745,0.375,0.6697
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK+NET+PROC,IBk,Y,OS,0.5982,0.7777,0.692,0.2481,0.61,0.2824,0.582
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK+NET+PROC,IBk,Y,OS,0.7065,0.8062,0.686,0.5704,0.7725,0.416,0.6441
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK+NET+PROC,IBk,Y,OS,0.6054,0.6656,0.6086,0.2973,0.5825,0.1885,0.3761
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK+NET+PROC,IBk,Y,OS,0.5637,0.6928,0.6008,0.2846,0.63,0.2116,0.4735
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK+NET+PROC,IBk,Y,OS,0.6691,0.7596,0.6587,0.5372,0.7167,0.3326,0.5001
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK+NET+PROC,IBk,Y,OS,0.6765,0.7466,0.6696,0.5888,0.6658,0.3587,0.447
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK+NET+PROC,IBk,Y,OS,0.6585,0.7329,0.6498,0.578,0.6795,0.3289,0.4399
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK+NET+PROC,IBk,Y,OS,0.8149,0.88,0.7958,0.5676,0.8777,0.5026,0.82
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK+NET+PROC,IBk,Y,OS,0.7373,0.7839,0.7284,0.4672,0.7512,0.3713,0.6252
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK+NET+PROC,IBk,Y,OS,0.7019,0.7646,0.6979,0.4935,0.7326,0.339,0.5506
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK+NET+PROC,IBk,Y,OS,0.6719,0.6969,0.6688,0.3656,0.6796,0.25,0.4869
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK+NET+PROC,IBk,Y,OS,0.7202,0.7977,0.7115,0.679,0.7374,0.4495,0.5409
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK+NET+PROC,IBk,Y,OS,0.6517,0.6816,0.645,0.2974,0.5688,0.2245,0.4186
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK+NET+PROC,IBk,Y,OS,0.6375,0.6664,0.6359,0.3189,0.6394,0.1934,0.402
ant-1.3,20,125,0.16,5.25,8~4,CK+NET+PROC,IBk,Y,UOS,0.6424,0.7382,0.6246,0.4102,0.72,0.2872,0.5569
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK+NET+PROC,IBk,Y,UOS,0.6931,0.7862,0.6677,0.5227,0.81,0.3698,0.6644
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK+NET+PROC,IBk,Y,UOS,0.6803,0.758,0.6613,0.337,0.7267,0.269,0.5908
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK+NET+PROC,IBk,Y,UOS,0.6965,0.7548,0.6903,0.556,0.6754,0.3745,0.4905
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK+NET+PROC,IBk,Y,UOS,0.4661,0.6723,0.5728,0.1709,0.48,0.1628,0.3926
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK+NET+PROC,IBk,Y,UOS,0.6466,0.7119,0.6423,0.5698,0.6594,0.2945,0.3766
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK+NET+PROC,IBk,Y,UOS,0.6588,0.7215,0.6533,0.3931,0.7079,0.2481,0.4848
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK+NET+PROC,IBk,Y,UOS,0.7154,0.7835,0.7101,0.495,0.7496,0.3571,0.587
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK+NET+PROC,IBk,Y,UOS,0.6592,0.7181,0.6413,0.3143,0.735,0.2318,0.5586
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK+NET+PROC,IBk,Y,UOS,0.7868,0.8427,0.7708,0.7165,0.8533,0.5625,0.742
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK+NET+PROC,IBk,Y,UOS,0.6868,0.7673,0.6811,0.5291,0.7139,0.3519,0.528
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK+NET+PROC,IBk,Y,UOS,0.7027,0.7876,0.6889,0.5525,0.75,0.3793,0.5796
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK+NET+PROC,IBk,Y,UOS,0.7311,0.7984,0.7135,0.4175,0.7845,0.3427,0.6655
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK+NET+PROC,IBk,Y,UOS,0.587,0.7847,0.6696,0.1652,0.625,0.2046,0.5764
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK+NET+PROC,IBk,Y,UOS,0.6745,0.7861,0.6593,0.5458,0.6683,0.3895,0.5561
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK+NET+PROC,IBk,Y,UOS,0.5851,0.6552,0.5852,0.2761,0.6033,0.1606,0.3704
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK+NET+PROC,IBk,Y,UOS,0.5179,0.6535,0.5484,0.2384,0.62,0.1427,0.366
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK+NET+PROC,IBk,Y,UOS,0.6547,0.7172,0.6442,0.5179,0.6733,0.3079,0.4529
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK+NET+PROC,IBk,Y,UOS,0.6381,0.6903,0.6317,0.5471,0.6119,0.2952,0.3701
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK+NET+PROC,IBk,Y,UOS,0.6399,0.7084,0.6289,0.5633,0.6912,0.2949,0.4206
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK+NET+PROC,IBk,Y,UOS,0.7917,0.8669,0.7733,0.5399,0.8527,0.4653,0.7768
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK+NET+PROC,IBk,Y,UOS,0.7277,0.7893,0.7184,0.4544,0.7431,0.3554,0.6121
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK+NET+PROC,IBk,Y,UOS,0.6989,0.768,0.6954,0.4916,0.723,0.3352,0.5373
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK+NET+PROC,IBk,Y,UOS,0.6531,0.7062,0.6506,0.3464,0.6677,0.2215,0.448
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK+NET+PROC,IBk,Y,UOS,0.6921,0.7734,0.6838,0.6437,0.6889,0.4011,0.4852
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK+NET+PROC,IBk,Y,UOS,0.6469,0.6907,0.6423,0.2626,0.6471,0.1881,0.447
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK+NET+PROC,IBk,Y,UOS,0.6286,0.6826,0.6261,0.3082,0.6606,0.1797,0.4043
ant-1.3,20,125,0.16,5.25,8~4,CK+NET+PROC,IBk,Y,SMOTE,0.7012,0.8023,0.702,0.5262,0.68,0.4479,0.6352
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK+NET+PROC,IBk,Y,SMOTE,0.722,0.8284,0.7106,0.5732,0.72,0.4527,0.6281
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK+NET+PROC,IBk,Y,SMOTE,0.6977,0.7774,0.6994,0.4377,0.6433,0.3836,0.5818
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK+NET+PROC,IBk,Y,SMOTE,0.7088,0.7743,0.698,0.5814,0.6309,0.4275,0.5008
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK+NET+PROC,IBk,Y,SMOTE,0.3638,0.7174,0.5135,0.1934,0.335,0.1693,0.2656
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK+NET+PROC,IBk,Y,SMOTE,0.6764,0.7428,0.67,0.5934,0.6119,0.3655,0.4084
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK+NET+PROC,IBk,Y,SMOTE,0.6698,0.7779,0.6525,0.4672,0.537,0.3525,0.4241
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK+NET+PROC,IBk,Y,SMOTE,0.7053,0.7863,0.6896,0.5322,0.5934,0.4116,0.4773
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK+NET+PROC,IBk,Y,SMOTE,0.6085,0.7374,0.6215,0.3465,0.515,0.2571,0.3889
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK+NET+PROC,IBk,Y,SMOTE,0.8238,0.87,0.8114,0.7582,0.8589,0.631,0.7722
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK+NET+PROC,IBk,Y,SMOTE,0.7276,0.8121,0.7172,0.5865,0.6795,0.4419,0.547
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK+NET+PROC,IBk,Y,SMOTE,0.7008,0.8083,0.6894,0.563,0.64,0.4061,0.5007
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK+NET+PROC,IBk,Y,SMOTE,0.7288,0.8193,0.7159,0.4686,0.6675,0.3911,0.5715
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK+NET+PROC,IBk,Y,SMOTE,0.5679,0.8427,0.6634,0.1808,0.595,0.2167,0.5522
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK+NET+PROC,IBk,Y,SMOTE,0.7216,0.8066,0.7083,0.6061,0.7008,0.485,0.6401
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK+NET+PROC,IBk,Y,SMOTE,0.5717,0.6835,0.5902,0.3133,0.4842,0.2109,0.3304
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK+NET+PROC,IBk,Y,SMOTE,0.5121,0.6786,0.5854,0.2907,0.51,0.2193,0.3944
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK+NET+PROC,IBk,Y,SMOTE,0.6474,0.7338,0.6373,0.5139,0.5633,0.3312,0.4102
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK+NET+PROC,IBk,Y,SMOTE,0.6991,0.7693,0.6865,0.6154,0.6157,0.434,0.5067
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK+NET+PROC,IBk,Y,SMOTE,0.6483,0.7354,0.6437,0.5601,0.5998,0.3258,0.3918
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK+NET+PROC,IBk,Y,SMOTE,0.7912,0.8801,0.7766,0.6125,0.7259,0.539,0.6611
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK+NET+PROC,IBk,Y,SMOTE,0.7207,0.8452,0.7064,0.5058,0.6302,0.4135,0.5332
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK+NET+PROC,IBk,Y,SMOTE,0.7097,0.7756,0.7035,0.5205,0.6552,0.3781,0.5015
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK+NET+PROC,IBk,Y,SMOTE,0.6148,0.7091,0.6006,0.3644,0.4666,0.2443,0.3192
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK+NET+PROC,IBk,Y,SMOTE,0.7009,0.7961,0.6935,0.648,0.6654,0.4174,0.4818
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK+NET+PROC,IBk,Y,SMOTE,0.5859,0.7111,0.5839,0.306,0.4352,0.2297,0.3256
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK+NET+PROC,IBk,Y,SMOTE,0.5822,0.7059,0.5661,0.334,0.4073,0.2187,0.2721
ant-1.3,20,125,0.16,5.25,8~4,CK+NET+PROC,IBk,Y,COS,0.6305,0.7718,0.6545,0.4789,0.58,0.3853,0.5036
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK+NET+PROC,IBk,Y,COS,0.74,0.811,0.7229,0.578,0.78,0.4505,0.6746
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK+NET+PROC,IBk,Y,COS,0.6958,0.7782,0.6895,0.408,0.6483,0.3445,0.5549
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK+NET+PROC,IBk,Y,COS,0.7366,0.7899,0.7235,0.6207,0.6577,0.4867,0.5675
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK+NET+PROC,IBk,Y,COS,0.5196,0.8102,0.6199,0.2509,0.515,0.2516,0.4668
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK+NET+PROC,IBk,Y,COS,0.6856,0.7375,0.6804,0.6047,0.6349,0.3794,0.4319
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK+NET+PROC,IBk,Y,COS,0.679,0.7455,0.669,0.4526,0.5854,0.3292,0.4411
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK+NET+PROC,IBk,Y,COS,0.7486,0.8056,0.7423,0.5537,0.7167,0.4354,0.593
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK+NET+PROC,IBk,Y,COS,0.6773,0.7755,0.6716,0.3901,0.6175,0.3166,0.5128
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK+NET+PROC,IBk,Y,COS,0.813,0.8541,0.7945,0.7448,0.8844,0.6099,0.7964
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK+NET+PROC,IBk,Y,COS,0.7065,0.7952,0.6957,0.5507,0.7037,0.3889,0.5469
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK+NET+PROC,IBk,Y,COS,0.7037,0.7871,0.6954,0.5594,0.6763,0.395,0.5142
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK+NET+PROC,IBk,Y,COS,0.7502,0.8373,0.7367,0.5006,0.697,0.4284,0.6069
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK+NET+PROC,IBk,Y,COS,0.6283,0.848,0.6981,0.1724,0.675,0.2196,0.6253
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK+NET+PROC,IBk,Y,COS,0.6627,0.8053,0.6604,0.5532,0.5967,0.4279,0.5555
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK+NET+PROC,IBk,Y,COS,0.5586,0.6849,0.5847,0.3206,0.4675,0.2171,0.3195
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK+NET+PROC,IBk,Y,COS,0.6615,0.7603,0.6918,0.4029,0.68,0.357,0.6002
